x,y
1172,1953
231,1927
1331,576
287,2494
427,1650
1222,1039
318,2125
2316,2115
1856,1269
2006,187
793,1925
78,953
1791,1519
2173,501
2450,1456
2101,1380
1337,320
1284,473
187,2411
1175,1292
2369,1792
1809,1362
1493,1689
815,2445
430,1637
1175,913
2216,673
1728,1198
2107,2092
974,1126
190,561
84,28
1518,611
2057,2072
2241,1663
1181,1681
1278,1935
2079,1703
796,945
1884,976
1100,1863
349,2389
1965,1349
980,197
1081,662
177,1636
802,1137
2325,1620
1212,1732
880,2085
1865,450
2191,63
802,532
2135,2121
1731,1065
1011,1962
2138,1638
2484,2446
2066,183
983,1296
2197,1787
420,2478
780,850
568,1464
612,2389
2072,1611
2381,1023
2312,218
680,2298
1109,1587
2256,2060
49,1605
2300,753
1190,1064
180,565
1690,32
593,2048
1411,705
646,2058
2166,238
2203,400
339,1932
320,1348
1634,1733
2431,222
2431,2419
942,1700
1668,1422
552,958
861,1964
426,1947
1442,27
602,1656
842,939
683,485
1336,2213
2393,1209
1024,423
1852,1269
948,1991
789,1349
733,1283
295,1896
2187,499
1958,2309
1277,326
2212,1926
1205,2485
55,1436
435,1649
1662,1431
1473,721
979,1132
2106,2084
89,34
1615,595
479,1729
1677,1932
870,1222
142,2483
2396,2493
379,1849
2059,2359
1646,2434
1889,971
1130,1457
2330,1562
592,2057
1264,2115
514,544
2196,71
491,65
1948,251
938,640
539,159
1733,1431
2461,165
463,175
876,2440
854,2296
1007,1314
1786,791
589,1305
1108,511
651,1978
1133,860
1845,2218
1488,973
879,1072
1086,2054
1354,1002
2358,625
2252,460
1711,938
2280,1769
1692,2210
1220,1015
369,1432
2171,228
1379,1838
888,1811
2320,1207
2470,121
1583,477
2311,1215
1829,2473
2451,668
1092,2099
1142,662
241,604
2041,2259
794,694
598,1392
2317,379
1829,974
732,1698
503,1280
1614,671
434,1964
710,1437
1570,577
560,54
1888,100
2267,1250
1450,579
2214,431
772,619
975,1132
1947,2497
1216,2421
1841,1862
797,424
2376,2178
931,1994
875,1276
513,785
2061,425
1241,1155
490,1161
803,1016
19,73
1213,1085
2025,495
1188,1073
2245,45
1132,1075
390,1568
1372,1602
934,429
2111,692
2404,1410
613,866
2223,2422
1916,2346
1710,729
474,2204
2472,2186
647,985
2047,1356
1560,130
2357,645
2092,1930
402,2080
1041,755
2098,611
2407,2031
1191,1537
231,1709
2363,653
625,2018
1822,657
918,1991
2123,2009
837,1309
2104,1375
2257,2415
1303,1796
2254,977
399,1494
519,789
1072,842
2095,1367
946,1903
597,929
159,1690
924,2115
502,2163
78,1646
2057,1784
887,568
1097,1542
1094,1486
2394,79
1544,67
1728,1460
2126,446
371,2173
2288,2401
1415,2385
2456,1281
2453,711
709,1854
1421,172
2372,937
305,156
980,2104
1100,1645
2054,1953
143,1120
556,467
1663,2042
2043,1543
936,2110
374,1042
893,2082
980,467
2353,1996
1909,114
740,1671
562,1999
389,1905
537,2023
2113,2309
308,1351
1346,1315
1011,1664
587,1165
780,2261
2063,2075
2375,169
2091,638
1218,1077
1977,748
1628,1608
1137,1955
1411,2394
2169,2019
2487,305
2072,828
2222,2290
1196,2419
339,1186
2431,500
2468,66
1062,1100
1380,1639
2172,1456
1461,214
1668,1124
1336,1669
817,2443
792,419
423,1023
1827,733
1442,1736
1852,1411
577,2473
627,534
1252,35
1227,2099
1593,489
2231,1572
1258,2440
2175,678
1920,2203
2415,407
145,105
1565,1939
574,2478
1830,345
2017,1830
1389,1843
2396,288
1749,359
1383,2365
479,1855
1426,162
2084,1605
951,605
1836,985
1105,1633
460,1112
1255,1587
2287,1747
1543,1078
1255,2260
148,653
1217,2028
307,1892
982,1008
251,1894
823,308
1342,1308
92,290
1030,1858
2399,310
938,1402
223,1524
913,1412
2087,469
592,1221
695,1546
1929,564
400,2089
2096,616
617,534
2336,1991
1083,2061
179,1487
589,680
570,2000
2252,2391
1055,2147
98,1157
1917,1530
2405,1175
285,2491
545,1986
1630,2357
254,244
2023,2310
2383,1212
2032,2011
1404,1134
676,1411
344,1196
1282,472
341,1068
1985,543
888,1577
1876,2252
403,1737
1145,1982
1870,2110
2080,2446
1745,1483
947,1924
1798,607
456,1897
2364,226
2339,2288
1851,2399
341,2278
1313,1291
688,1816
1117,773
679,1902
1770,2309
953,2436
900,1413
10,1939
732,1928
1704,2291
2007,2497
2476,1546
1363,1642
60,1113
2192,209
1907,105
1944,157
378,1908
2376,1890
1123,950
2217,1698
1729,1965
532,1855
666,1385
1095,1476
1648,1851
2454,160
663,1412
956,1266
2064,170
2267,597
1816,70
875,2018
1601,1028
1991,543
672,196
766,1432
312,723
847,941
2220,436
1679,834
1241,882
1151,1747
747,1341
2429,1718
2164,233
915,2157
856,1899
1794,1435
2485,2445
2429,219
694,1955
2466,71
1819,1012
2491,504
2295,1590
262,1123
1629,1249
1925,1588
1244,1153
396,177
594,670
1412,2273
591,1306
2028,341
1666,2032
474,800
1306,963
2070,1967
522,1874
2204,405
2497,645
240,2166
234,2292
2142,2437
1797,1435
990,1735
1582,567
1250,36
346,1074
2497,2274
971,1549
1607,32
1063,1094
1563,134
812,2162
862,689
1275,2020
2210,1336
1097,1848
299,1305
1722,1325
103,279
1387,2374
709,2398
818,1710
762,1628
1025,420
2285,465
324,87
999,2053
1287,1480
1278,475
2478,1916
1209,688
215,159
146,898
575,2227
1909,2039
374,1380
411,1514
1725,1325
662,1889
2328,1216
327,1154
537,156
2353,659
2244,1128
1703,1062
2219,1142
1352,2426
2306,186
2200,1705
1053,2150
1949,1299
799,1262
118,1839
2169,245
1977,1955
155,700
724,1083
1171,1788
1411,1069
71,1580
1874,2117
671,1073
652,1215
2033,1772
401,173
1715,852
1152,314
1489,1323
1177,1945
236,1939
792,697
702,1948
317,98
2315,116
1511,1098
2153,1791
52,1445
1336,54
2303,1589
2005,2104
127,1611
423,1038
1227,188
2056,1011
2415,2312
1808,1359
1024,1534
1992,1296
530,1847
1830,2468
1155,312
2131,1754
1939,1924
2265,588
1774,2049
954,1546
1989,546
2059,422
580,704
979,181
926,1004
801,1017
485,1392
276,2453
642,447
1643,2175
1677,837
460,1350
630,1902
1495,1326
2137,1851
826,1715
2296,916
667,1405
611,623
1236,122
1861,1929
1549,1655
379,2459
1367,1084
463,2110
394,1555
1914,1577
1130,2168
226,1142
1526,455
313,1441
645,986
413,2094
1867,441
2159,1936
285,2011
2140,1496
20,972
695,1808
1376,1799
1689,1882
2361,654
1507,979
310,157
2165,656
2096,1465
494,1730
2246,1935
232,1925
1114,1519
1248,21
1329,1536
1605,39
475,2195
2473,2185
1167,1788
2171,656
2411,129
344,1922
1870,437
1245,1976
810,2167
1711,2035
788,2427
1932,296
1630,1249
2099,2012
966,1318
654,1380
947,1178
1982,1430
1510,1699
1583,897
2389,1579
947,631
2320,110
2052,1597
972,994
10,1677
928,152
144,663
1854,1855
579,785
713,1383
2083,2434
863,1853
1522,163
2130,2371
532,2261
2454,2095
906,1746
191,556
2189,550
85,41
738,2105
1344,574
772,63
1567,576
331,1933
1003,2119
1682,1942
2354,2338
147,1383
1966,850
1475,1237
903,868
2239,1841
984,2328
1885,1282
672,490
1006,1789
2133,2483
2114,1725
1054,591
669,1523
2195,2128
178,46
1372,1078
2273,1028
312,1028
116,2058
1623,1615
544,1923
959,1438
2429,485
728,2292
878,810
290,1299
1897,1282
700,2410
1950,1300
784,2429
1459,219
1263,993
2092,1374
2073,674
2313,115
1825,734
2028,67
1135,2039
700,1552
2472,556
1894,540
2363,1346
9,2004
525,2436
405,923
1406,1731
622,2226
2188,1785
1228,1939
578,2476
386,1848
1424,1400
483,484
1663,1422
849,1963
759,680
1921,101
2213,1492
1706,1057
37,1558
2328,1494
2113,1684
1028,1448
2085,454
1125,1900
1622,1252
2297,864
1187,1289
1706,2299
1168,1999
559,1458
2378,1783
587,345
1262,1783
15,144
2200,1983
827,1430
199,2499
1887,613
1781,1506
414,1122
2409,408
1280,471
1955,2341
1918,2349
1031,1454
339,846
2141,1494
855,686
2122,1678
364,139
1087,2111
1849,1628
652,456
945,1618
320,97
1514,1029
1461,570
2253,121
2008,2107
236,2297
1606,1472
2209,243
923,1995
1043,342
1283,327
2278,1331
2365,1244
1252,2396
1559,715
602,925
1121,955
948,641
1068,870
1986,1505
1361,2036
1202,2480
2240,1130
83,32
901,1414
2078,681
1618,679
2193,1781
758,1382
1624,1856
2318,1847
2017,2303
1124,1203
1052,604
61,1151
1908,2119
279,2496
2458,2093
2455,167
2483,2450
307,1360
1621,1239
1602,1281
1217,805
1526,1833
1348,2037
1761,160
2196,932
767,671
2436,1931
539,954
2221,439
2026,68
944,2114
123,1613
419,1128
1304,974
645,2062
1926,1655
1055,1591
2140,2156
335,1488
1845,1869
1170,907
910,2146
1979,311
98,2268
1801,1519
1013,1793
1898,1837
2386,280
1479,2296
1301,1476
344,1688
807,1003
576,1047
1667,1135
1558,632
966,1544
475,1071
2311,2041
241,2293
1019,1962
2255,2251
2389,1221
1798,1686
928,2307
1251,1851
2495,765
1073,1779
579,2218
213,156
1444,1134
2192,2114
623,609
241,1471
953,1613
863,182
238,705
794,1611
844,2110
113,2060
1117,2467
503,551
88,42
2077,2130
1729,1433
2395,2483
1648,1367
2189,848
1210,798
2127,2024
1835,353
2214,1261
387,305
1235,1345
2482,1857
585,928
1779,1724
2304,181
981,2261
666,2199
2239,47
1126,1077
66,1143
1885,620
303,594
513,1596
697,1187
1213,2427
1732,1437
1972,428
2273,1326
588,1299
2404,332
2351,327
1188,1814
1478,492
1372,871
694,415
2360,1002
203,1424
1503,1611
516,711
1085,2066
1113,517
1166,1593
987,2156
2145,709
1800,595
2003,172
647,252
1666,420
2098,1825
2232,275
2469,1862
1350,1312
1919,337
2388,1642
1225,189
547,905
471,481
2497,1758
2494,518
1135,2107
946,1069
597,1135
2416,1546
1284,1137
2475,1975
1588,1191
1116,1940
2173,2018
78,428
887,1786
996,1802
977,198
659,1978
34,1461
1521,897
2285,1957
1069,1787
218,162
2037,1481
578,2230
1912,2050
1965,2056
1147,1995
243,525
1278,999
584,719
2054,615
2241,1132
1806,1683
1075,647
999,1383
1921,335
1480,2301
2043,354
1106,2411
961,1720
277,2454
1212,1079
1731,449
2024,85
1678,1784
559,1608
417,1127
1684,2213
1578,1632
308,612
668,1784
1553,1650
612,2026
2135,2015
1943,2417
2116,2309
2409,2325
2021,1837
515,779
1433,1804
2312,1202
1059,838
2169,673
1628,1389
2462,132
1868,444
1324,1442
383,454
1824,58
521,1551
1849,473
2334,2294
2275,2290
314,2142
2256,122
1302,1789
2097,1466
2008,182
1399,1723
80,952
705,427
652,246
1537,1396
1715,384
2412,1313
255,1897
2496,2324
1140,1237
1936,450
2228,1867
495,2163
1880,31
817,19
1612,750
2340,1992
602,1143
376,2449
2474,1606
1361,1758
1674,1433
5,1678
385,1907
1121,2410
1674,828
627,1845
1964,1346
2240,731
761,1387
1383,218
1902,1470
599,683
1546,1070
1699,2300
2237,34
2042,529
642,2060
739,1040
951,2106
686,489
926,56
1445,1128
2193,68
2483,1970
485,1924
527,2432
2156,1945
820,2238
2137,359
2065,2358
2218,1268
1543,368
2215,1916
2090,2179
1792,892
1077,1774
1649,1359
1058,1638
2374,167
1923,1974
982,1590
720,1929
2402,1512
583,1217
957,1568
2065,1784
1348,2275
876,1584
1911,1656
1429,914
2045,1702
832,1718
1733,1956
673,1782
1574,1384
1348,326
1242,1985
229,2290
1892,795
1929,1815
400,2006
1627,1802
1926,2393
2146,2444
1189,2427
1373,1434
1783,723
879,1581
1460,94
1111,1954
1413,2396
1826,347
1667,837
1326,2334
1985,314
788,1346
2258,347
2311,231
1611,672
1276,2113
1466,1009
891,2085
576,2467
54,1055
1232,2087
1226,2085
2283,1041
732,586
1407,1678
481,1938
1516,1694
1204,2024
1338,1318
2102,266
503,781
1179,1814
2041,861
2058,1956
1704,651
763,761
1422,2278
2038,114
509,1549
1879,1082
350,1555
604,2054
735,1256
1032,1943
716,1376
1860,645
1029,2385
557,2313
1216,195
847,1903
2423,409
63,956
337,1606
803,461
1841,2205
1188,1548
959,1954
2466,1925
2360,640
987,233
2164,1934
1782,896
1194,1193
2025,2137
650,459
959,327
1688,2215
1629,2367
359,1767
1244,1859
619,2390
1953,2309
1484,1234
424,840
1710,204
594,348
1931,1941
1788,1408
1440,1128
2463,661
2251,1939
1956,2080
2313,1076
315,1070
2257,1066
1975,1565
137,502
234,1074
2388,2176
840,1715
1066,597
1200,2479
678,1403
2388,283
1635,1849
1462,311
1063,1792
2034,2269
452,1187
2235,41
1487,1477
1275,2243
2040,522
371,1045
1638,2163
59,1239
1934,572
762,1434
1521,171
1069,2021
2216,426
1881,2279
1853,2393
2391,283
464,2360
1778,1729
143,2488
2397,2482
65,432
930,1140
2060,2086
305,609
609,1587
327,2108
2191,1709
936,428
740,1170
2024,331
562,474
2225,2499
264,2397
696,1816
1625,2357
1712,856
774,847
1553,356
2437,1726
1793,1429
1165,1602
68,422
674,1087
2356,1538
96,2259
2144,536
805,2163
1550,59
646,1081
414,2085
395,175
1849,2390
540,1983
1040,351
983,2257
2141,1802
1065,828
855,1858
1268,989
2228,2411
2184,2033
339,1687
27,1449
889,2076
730,1048
2203,2292
1196,1761
1606,28
792,1531
2228,1569
1980,1621
2359,661
1246,927
2100,2268
80,2164
2128,441
596,1380
683,1907
976,1287
1721,1335
158,2395
1386,2366
2340,1766
655,1529
1361,448
2056,181
976,866
886,1509
1199,764
1718,388
549,1275
998,2107
2036,111
1983,1568
1339,2269
2240,33
410,919
1448,1131
214,145
580,2223
2452,766
1858,1418
795,708
739,1286
1445,1282
2103,1831
714,1308
2421,128
1149,244
245,1474
2065,2072
1836,484
257,1126
692,1543
220,1524
1158,248
960,547
764,1785
1476,491
1646,1675
1211,1466
2305,182
1817,433
1780,697
1130,1190
558,1351
1577,893
895,2262
2461,1367
617,2385
1136,1231
1814,1350
717,1310
1030,337
698,1958
645,253
1574,1938
1348,956
1973,431
1814,1005
1954,2089
1599,37
670,1087
1133,83
335,1924
1373,1764
1507,1678
935,1417
400,167
723,2303
916,823
95,360
1513,789
782,856
614,2423
2208,611
2339,1551
1273,2110
1692,30
1360,1567
888,2076
2392,1647
2010,617
1226,184
216,1709
2417,492
1288,475
2205,1711
1092,1857
2080,284
1832,280
1154,316
1048,807
213,1344
679,1403
347,1778
997,660
2370,173
1204,1734
1338,560
1179,1788
328,5
166,969
1051,2145
685,55
1888,2002
2127,1500
666,1892
1807,819
1944,2411
1542,1296
1941,749
13,1995
412,1528
2304,865
772,860
2454,663
2089,1697
378,2461
2426,86
691,1188
797,703
778,1593
1922,202
1279,1669
2248,1054
303,1030
822,18
2044,1767
1838,2210
412,2086
2460,659
1241,1930
669,1713
381,467
1785,1733
588,1831
1626,1731
2111,1818
2022,1822
2000,2272
2047,2233
535,1229
878,2024
2003,2111
1238,628
516,1550
1844,604
2047,1143
1872,2105
1850,1849
474,2040
1041,1002
1610,749
706,430
287,2463
1769,1505
1641,2166
703,431
231,2290
1515,1629
1356,1759
2413,1415
2394,1777
1178,1959
2494,2276
659,1510
2040,1467
1641,1864
2366,662
1700,1059
1119,117
411,2089
2054,51
349,209
2238,1664
2391,1610
1903,1465
512,1479
455,1177
386,2464
1753,2464
2132,1830
902,2008
355,1777
1427,927
1840,1872
721,1088
2194,2212
246,1637
1131,2045
2135,2158
1408,1072
1890,22
1106,1545
2163,1613
461,2110
2144,2435
43,1593
808,2160
2297,1603
1647,886
1712,1513
593,1311
2381,2427
1408,2278
693,2404
1628,1857
1665,1225
612,2420
1017,1572
2141,1556
593,2145
2381,1029
1715,2028
1399,1135
2008,610
749,1674
1436,1406
861,2344
898,2386
1171,2343
749,2287
1514,1830
817,2178
451,1896
1486,384
1174,2246
596,1138
1283,1122
476,1072
1289,1673
1277,2242
948,1958
1833,1860
608,2391
1805,1302
1958,2340
1001,1792
599,351
608,1778
795,938
2477,71
599,1760
2318,1013
1389,1578
1615,560
1124,125
114,726
2421,410
1345,1676
907,873
2137,851
1426,923
1423,2401
1836,722
1889,980
985,234
1451,1745
720,1381
491,1733
1861,1414
1236,629
332,1607
251,1649
564,2118
1164,1609
1192,2158
617,1952
2159,2445
2196,1785
592,1982
2274,1333
1929,291
988,1801
98,375
2299,874
1848,1869
2486,1862
1839,1861
400,909
132,1500
1410,2271
835,1648
754,1344
1360,1285
163,2403
2417,2409
2277,1317
888,1842
1667,1802
1351,1293
2445,709
2230,1417
2383,2429
1586,1862
1357,1512
1201,2476
1717,940
2186,547
1742,529
626,537
2451,701
1288,1132
10,152
2035,2146
2174,657
319,150
88,2028
1338,970
1419,2387
2038,2243
1022,1742
431,1269
551,952
2367,1147
560,469
1966,2063
191,57
1369,1077
1595,31
16,1139
2323,1025
1576,2117
1639,1538
2457,2103
1620,1722
66,437
2373,167
412,169
1032,990
1966,1345
2220,1866
2354,340
1525,896
937,431
1453,1615
2270,595
1782,1532
722,1086
1997,2487
2410,2314
2048,1817
25,1799
1585,2261
2429,2423
2048,356
253,1465
1244,922
22,980
2070,2073
2313,1600
2257,1542
1735,448
2357,2171
1465,716
1306,712
990,81
1403,1604
2310,119
2254,2389
1091,1926
1900,1468
1312,1853
1856,1850
1275,338
212,160
768,1382
1443,1170
2450,765
865,1958
2129,442
193,565
1002,2001
1122,82
2216,1142
2057,182
1147,653
665,1703
2054,2238
1700,1881
374,2315
1518,788
2107,1532
243,1832
386,295
955,1722
377,1374
581,2476
609,111
643,2057
62,1043
2160,2137
562,2123
2328,1993
1784,1672
202,2378
1346,959
1971,432
961,1499
1812,1012
486,478
121,2426
852,2304
537,1984
152,2402
2422,2408
1622,747
1915,1375
2225,1412
1818,436
1530,1110
2356,585
983,96
1280,1663
1815,449
1843,1268
1017,1854
1918,1824
2247,737
1171,1799
1796,1522
1893,1842
2362,1353
1249,2255
1014,1181
2281,1951
1461,1618
311,953
2253,1057
186,558
1134,1989
652,987
1355,1564
1140,1002
292,2010
1587,1197
677,2205
1336,319
1246,1990
2446,1291
476,798
2125,1912
423,1281
1208,1741
1964,2300
1992,537
839,58
1099,1957
664,1222
189,1717
2131,2021
1161,2378
2042,1887
89,277
1071,876
2421,1908
1624,1395
1186,1682
86,1658
605,2159
279,1997
416,1277
413,1147
720,1099
823,1712
1549,1390
2134,849
2427,217
67,948
2399,279
558,2318
1526,220
539,1858
1839,2469
2045,868
2062,1949
767,232
1948,1931
589,1060
2115,1729
1783,2056
1627,1100
1848,1635
1373,216
1801,2375
704,417
2004,1850
285,2460
266,196
941,1912
639,1843
204,2380
860,1864
1326,1985
2029,1406
2358,1153
341,1485
1895,85
2314,1067
316,1073
1876,2275
816,9
500,546
1120,71
548,464
369,2165
788,423
1673,1419
2470,1922
1510,1624
2451,2358
2149,1345
2255,345
1204,1194
241,1932
1123,1082
950,2058
60,1144
925,60
1338,1659
281,2449
2395,1499
532,2014
1310,1789
585,1816
2267,1321
1366,1644
582,1215
1032,756
2398,2044
557,1095
2239,1592
312,2135
13,2089
2061,1780
2354,638
981,103
616,2021
722,965
2248,2400
766,854
487,1843
1928,285
309,1739
1819,1352
1916,204
856,1866
1794,1402
834,2118
156,2174
1300,707
650,1068
2073,2124
594,1050
784,2166
156,705
1975,863
968,2402
1135,1790
594,2276
2469,1363
625,2229
519,1279
965,2395
1172,911
1063,962
53,1049
1197,588
2282,1031
1791,1616
2316,1113
2413,91
793,943
703,1428
2369,221
2076,1965
1153,2443
212,1361
2316,1020
2154,1801
712,825
1337,1322
1002,1739
2366,162
1253,1202
1424,918
1853,1687
1209,1076
771,625
65,1142
949,2106
1119,1074
771,1514
1340,1673
143,1375
280,2447
2043,1482
1884,1998
687,1810
1446,817
1187,2426
18,2007
2422,407
2459,155
461,173
2088,2443
1477,2285
486,1728
718,2243
1005,2069
414,908
1262,2044
202,1726
2163,658
308,151
2144,1498
336,1924
1862,1419
1031,2395
1550,1273
1647,1855
2465,804
743,1337
1628,2357
1915,2347
1952,2335
2002,1842
568,2462
1575,899
1949,2494
2069,1783
2222,1575
830,22
1065,2015
855,929
2,1691
1177,2333
546,1372
1062,828
1417,171
1096,1638
624,2227
1961,422
1020,582
2234,47
476,484
2125,1634
1467,1025
2259,592
2030,1540
1631,2163
1961,2051
1439,1135
967,1586
342,1477
549,953
1992,1295
2390,277
2212,1481
2365,2333
1199,2420
2150,1345
189,1503
1314,1450
1743,2411
410,168
979,1593
407,2080
1724,737
195,1510
1080,2060
2103,609
555,1106
1624,1609
873,1595
2084,1938
1995,2274
1811,1356
195,2236
1027,2397
1004,1386
1211,764
1624,2367
667,1370
1552,720
2330,1441
2134,123
416,2478
466,165
1867,2109
1549,61
2380,2251
419,2141
2087,2175
938,1079
1367,614
645,1083
154,966
438,1634
2271,2419
2026,333
2202,1814
1733,433
1376,1830
910,780
944,2427
2221,2323
400,1497
1627,2367
2308,866
2096,1368
723,1857
810,1180
2492,1747
1848,916
1133,1910
1,1994
2252,2204
1580,443
2199,8
2280,1044
2383,1643
1739,1050
2430,2282
1460,585
1720,1954
1586,2128
2171,689
1561,98
2208,1701
1379,1435
595,1512
888,1374
1789,220
2010,1847
994,2314
422,2275
1586,1306
1145,654
2052,2233
760,620
707,423
947,596
322,91
997,2109
1466,1516
2258,2253
1073,2026
1223,1592
1636,2171
2211,437
1444,1175
1857,646
757,678
219,2306
1639,2312
579,782
1810,1312
2189,2210
2041,1362
478,2356
791,701
2058,435
1570,1940
978,868
440,2244
763,234
2064,2068
1639,1110
975,1585
663,1715
85,1647
2064,1023
1816,443
1913,2041
2398,1238
1029,1902
2273,2291
2061,1822
1548,1397
1645,1847
259,131
1866,1680
669,1492
2488,2277
2176,487
1598,43
847,2301
1107,524
150,107
2092,2167
803,2171
1579,1674
638,1914
934,1415
987,666
309,954
2145,1847
1431,2333
694,2291
1560,717
493,1854
1328,2329
1710,1731
940,643
1350,178
1018,571
653,2062
56,1114
1403,1136
499,66
1091,1106
1281,2086
1797,1238
1741,1428
2416,408
365,1429
572,709
1141,2324
862,2351
890,1504
1515,799
1203,2289
1672,1792
768,850
1153,304
1384,2366
2369,935
1791,227
1203,586
212,1135
1881,1087
2037,2171
1044,2145
1719,2039
1613,592
737,1929
2037,720
2107,1832
1912,2315
1025,1908
305,1737
556,902
2425,218
1156,2457
824,2018
171,1549
1056,2017
1365,601
874,1220
90,1655
2191,862
1212,1480
461,2044
774,1783
2138,1287
1005,1791
1346,2269
2144,1760
1240,2376
2135,1750
414,1117
1952,2085
958,1566
646,1612
2409,121
155,99
1918,2380
911,856
2141,850
420,837
1930,464
2069,1793
1349,760
2300,2037
1556,362
1249,1152
615,611
470,1078
2234,2210
705,1551
702,1617
211,150
2359,1158
621,1951
2499,2266
1486,1373
898,2010
1799,1876
423,2005
8,1496
2418,2326
2030,1822
102,284
1718,1324
2303,869
1227,323
1068,837
2474,1871
789,420
733,1698
145,2489
454,2125
1771,1678
708,1716
2390,63
217,1143
1118,2043
929,1141
410,2095
770,51
2053,37
1752,81
323,2123
1590,901
979,2255
901,860
282,2452
2131,2375
845,943
61,1152
1970,1946
42,1240
2137,110
1320,1479
1596,32
257,1643
2090,2440
1370,1633
2464,889
1298,1198
1923,1697
2062,2290
1914,1378
2296,2404
1342,971
2224,1333
1577,1394
779,239
2355,449
2436,1898
1454,580
982,2161
2246,117
2140,744
419,1033
310,582
570,2471
497,77
2140,2163
469,2031
263,2400
1248,730
1820,1872
26,796
2199,1979
2093,2260
1013,2375
95,2270
1895,617
1307,1472
1000,2102
654,1625
1586,1028
576,721
138,1108
657,2124
2233,2210
216,160
863,2354
2130,1858
1901,782
1539,1303
997,1740
1382,870
2345,1277
384,1899
1285,1935
1963,247
1382,1421
2130,425
7,1143
819,21
763,2135
2217,1263
2058,173
2367,165
925,1141
2136,2009
2286,463
691,2403
256,1476
509,1796
1009,2372
1528,1492
387,302
797,1351
894,2005
306,162
1816,657
772,1391
2454,1178
716,1689
975,2400
607,2156
2133,457
1682,70
2460,1595
1394,1064
2133,2158
1456,1611
2460,158
1297,1609
1866,1930
490,1933
2139,857
1525,1699
2326,1843
1872,646
878,1503
1085,2099
1238,1147
2047,47
184,1634
1484,971
1604,568
650,2071
1825,897
262,133
156,1688
569,2461
1869,652
1919,2269
566,2007
591,256
1250,2388
100,365
1350,1283
1244,2306
446,1905
896,1834
1791,2148
768,56
2051,52
1197,1541
793,411
2182,898
1044,996
1669,1431
1021,1733
2012,2278
2447,1306
1487,1228
1381,2377
550,1289
843,1297
703,2397
1175,1822
684,1819
1122,784
924,810
1337,2291
1962,2310
737,1171
271,189
734,1221
6,1942
2241,736
1368,1087
1591,2259
109,45
2400,79
2107,219
1878,2061
1287,486
1946,2486
849,1790
1840,2205
1128,1003
2372,173
2213,1263
392,2365
152,969
581,1828
2263,325
961,1689
1390,414
2219,675
1505,1092
1731,446
2244,118
2015,2114
2138,529
2378,1024
417,1024
1731,1563
2200,244
24,1458
2465,208
118,2426
2375,941
1924,206
1781,733
1299,1851
442,2248
93,364
1843,1846
1930,2391
1059,871
2465,1917
1352,2043
1665,1790
1974,864
1556,2285
2072,93
74,107
1893,624
1734,444
2166,1041
2356,2497
1243,1139
1014,2003
1224,1001
1084,2101
2309,225
1455,1614
830,1113
1609,678
1399,1688
1696,1879
233,2151
2203,610
749,1175
2033,710
2359,1004
432,1779
755,683
1327,1521
1936,1932
596,1645
2365,1543
504,1597
1405,1597
2412,2126
102,6
1386,1575
2100,56
1361,1599
423,2148
1637,1198
2053,2234
1858,2393
708,418
549,2018
373,2317
1833,345
2036,368
976,2246
1492,1814
901,1233
270,2392
2036,1995
2212,432
348,1684
329,1476
276,197
195,47
1230,197
1792,1520
1945,1710
1004,1726
17,972
845,1790
1470,2291
1967,1361
2293,1945
1702,1266
851,681
985,671
2355,2170
2402,1419
491,1238
388,2448
558,1100
1007,2054
1501,1028
2249,120
963,2148
232,2298
2299,2473
1108,1398
2196,2292
1376,1490
1795,1406
539,2250
2361,1243
2026,1396
1435,1407
1555,714
1917,345
335,1167
545,161
1783,688
704,1614
701,1546
229,1069
1951,752
785,2271
2068,2077
676,1772
1960,1117
620,2014
2448,704
1801,223
1655,1670
1951,1109
807,694
2314,233
1720,1001
1351,437
567,1354
1273,2245
2417,1918
2258,314
1198,1196
1904,1749
1117,1956
2174,2130
57,1142
1357,1013
1198,587
919,62
2186,62
601,1649
891,623
679,1138
1288,1663
1363,1485
1154,2456
1773,2282
88,287
1614,1814
503,786
2395,285
1988,1299
459,1352
406,177
2155,1353
526,1874
16,155
431,1766
1157,1600
2013,2117
604,2277
641,2069
2426,1720
2267,1780
931,67
2108,688
1447,1467
560,2115
1279,1932
797,950
635,1841
1101,1736
2158,1806
91,287
1009,1328
1475,2299
2133,1912
1838,2475
1057,866
1400,1683
1922,2342
1082,663
72,96
962,537
694,64
987,246
1978,1689
878,1777
290,1894
2385,1212
1897,1999
544,889
1978,316
2357,1342
253,257
100,1760
725,1267
234,702
2170,1600
2313,1109
1018,1538
1534,458
2070,171
1582,1684
125,1501
1303,1302
952,1711
480,1388
2040,2446
2316,190
1203,1206
1791,695
2413,1406
1803,1683
1122,1082
408,1128
1415,629
193,58
2188,2220
659,1777
2419,130
1881,2240
146,2492
1253,917
6,1144
1147,254
2453,2352
1025,1184
949,1912
628,825
2453,213
1566,309
1912,1746
2238,1929
430,2247
1315,1451
824,1422
436,1768
1231,1043
902,1233
2043,41
1056,29
2060,616
1775,726
961,2147
643,247
880,2429
258,139
2459,1446
302,1900
87,1338
1005,1235
380,1312
2306,859
1103,1402
2091,2439
1793,1526
417,2487
1396,1611
199,1497
439,110
2331,1553
593,1046
2275,1779
383,2168
174,1557
1628,1114
877,1066
1280,1122
130,1607
1603,1112
333,2124
2072,1971
2362,2337
2063,1955
2300,297
1483,1238
855,1891
